# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AFUB_075330	AFUB_075330	AFUB_075330-T	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
AFUB_075340	AFUB_075340	AFUB_075340-T	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
AFUB_075375	AFUB_075375	AFUB_075375-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_075390	AFUB_075390	AFUB_075390-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_075400	AFUB_075400	AFUB_075400-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_075510	AFUB_075510	AFUB_075510-T	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AFUB_075520	AFUB_075520	AFUB_075520-T	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFUB_075530	AFUB_075530	AFUB_075530-T	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFUB_075540	AFUB_075540	AFUB_075540-T	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFUB_075550	AFUB_075550	AFUB_075550-T	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFUB_075680	AFUB_075680	AFUB_075680-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_075690	AFUB_075690	AFUB_075690-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_075700	AFUB_075700	AFUB_075700-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_075710	AFUB_075710	AFUB_075710-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_076170	AFUB_076170	AFUB_076170-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_076180	AFUB_076180	AFUB_076180-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_076190	AFUB_076190	AFUB_076190-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_076200	AFUB_076200	AFUB_076200-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_076350	AFUB_076350	AFUB_076350-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_076360	AFUB_076360	AFUB_076360-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_076370	AFUB_076370	AFUB_076370-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_076380	AFUB_076380	AFUB_076380-T	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AFUB_076390	AFUB_076390	AFUB_076390-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_076400	AFUB_076400	AFUB_076400-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_076670	AFUB_076670	AFUB_076670-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_076680	AFUB_076680	AFUB_076680-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_076690	AFUB_076690	AFUB_076690-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
AFUB_076700	AFUB_076700	AFUB_076700-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_076930	AFUB_076930	AFUB_076930-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_076940	AFUB_076940	AFUB_076940-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_076950	AFUB_076950	AFUB_076950-T	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AFUB_076960	AFUB_076960	AFUB_076960-T	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFUB_076970	AFUB_076970	AFUB_076970-T	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFUB_076980	AFUB_076980	AFUB_076980-T	protein_coding	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_076990	AFUB_076990	AFUB_076990-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077000	AFUB_077000	AFUB_077000-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_077010	AFUB_077010	AFUB_077010-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_077120	AFUB_077120	AFUB_077120-T	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFUB_077130	AFUB_077130	AFUB_077130-T	protein_coding	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_077140	AFUB_077140	AFUB_077140-T	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
AFUB_077150	AFUB_077150	AFUB_077150-T	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AFUB_077160	AFUB_077160	AFUB_077160-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_077170	AFUB_077170	AFUB_077170-T	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFUB_077180	AFUB_077180	AFUB_077180-T	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFUB_077190	AFUB_077190	AFUB_077190-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077550	AFUB_077550	AFUB_077550-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_077560	AFUB_077560	AFUB_077560-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_077570	AFUB_077570	AFUB_077570-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077580	AFUB_077580	AFUB_077580-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077590	AFUB_077590	AFUB_077590-T	protein_coding	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AFUB_077600	AFUB_077600	AFUB_077600-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077610	AFUB_077610	AFUB_077610-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_077620	AFUB_077620	AFUB_077620-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077640	AFUB_077640	AFUB_077640-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077650	AFUB_077650	AFUB_077650-T	protein_coding	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
AFUB_077660	AFUB_077660	AFUB_077660-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077670	AFUB_077670	AFUB_077670-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_077780	AFUB_077780	AFUB_077780-T	transcribed_processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_077780	null.9	AFUB_077780	pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_077790	AFUB_077790	AFUB_077790-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_077800	AFUB_077800	AFUB_077800-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFUB_079490	AFUB_079490	AFUB_079490-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_079500	AFUB_079500	AFUB_079500-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_079510	AFUB_079510	AFUB_079510-T	transcribed_processed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_079510	null.11	AFUB_079510	pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_079520	AFUB_079520	AFUB_079520-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_079530	AFUB_079530	AFUB_079530-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_079540	AFUB_079540	AFUB_079540-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_080010	AFUB_080010	AFUB_080010-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_080020	AFUB_080020	AFUB_080020-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_080070	AFUB_080070	AFUB_080070-T	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
AFUB_080080	AFUB_080080	AFUB_080080-T	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
AFUB_080090	AFUB_080090	AFUB_080090-T	protein_coding	0	8	11	7	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	7
AFUB_080100	AFUB_080100	AFUB_080100-T	protein_coding	0	0	0	34	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	19
AFUB_080110	AFUB_080110	AFUB_080110-T	protein_coding	0	0	0	48	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	29
AFUB_080125	AFUB_080125	AFUB_080125-T	protein_coding	1	16	18	32	0	0	0	0	0	14	0	3	18	0	0	0	1	1	15	16
AFUB_080140	AFUB_080140	AFUB_080140-T	protein_coding	1	0	3	37	0	0	0	0	0	13	1	0	3	0	0	0	0	0	0	24
AFUB_080190	AFUB_080190	AFUB_080190-T	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
AFUB_080200	AFUB_080200	AFUB_080200-T	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
AFUB_080210	AFUB_080210	AFUB_080210-T	protein_coding	1	3	3	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	3	0
AFUB_080240	AFUB_080240	AFUB_080240-T	protein_coding	0	0	2	7	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	3
AFUB_080250	AFUB_080250	AFUB_080250-T	protein_coding	0	0	1	10	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	7
AFUB_080260	AFUB_080260	AFUB_080260-T	protein_coding	0	0	0	72	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0
AFUB_080270	AFUB_080270	AFUB_080270-T	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
AFUB_080290	AFUB_080290	AFUB_080290-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_080300	AFUB_080300	AFUB_080300-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_080320	AFUB_080320	AFUB_080320-T	protein_coding	1	4	11	8	0	0	1	0	0	0	1	8	10	0	0	0	0	0	4	0
AFUB_080330	AFUB_080330	AFUB_080330-T	protein_coding	0	0	0	25	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1
AFUB_080340	AFUB_080340	AFUB_080340-T	protein_coding	0	0	0	14	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
AFUB_080350	AFUB_080350	AFUB_080350-T	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
AFUB_080360	AFUB_080360	AFUB_080360-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_080370	AFUB_080370	AFUB_080370-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_080380	AFUB_080380	AFUB_080380-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_081070	AFUB_081070	AFUB_081070-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_081080	AFUB_081080	AFUB_081080-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_081090	AFUB_081090	AFUB_081090-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_081740	AFUB_081740	AFUB_081740-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_081750	AFUB_081750	AFUB_081750-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_081760	AFUB_081760	AFUB_081760-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_081770	AFUB_081770	AFUB_081770-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_081780	AFUB_081780	AFUB_081780-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_082250	AFUB_082250	AFUB_082250-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_082260	AFUB_082260	AFUB_082260-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFUB_082270	AFUB_082270	AFUB_082270-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_083500	AFUB_083500	AFUB_083500-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_083510	AFUB_083510	AFUB_083510-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_083520	AFUB_083520	AFUB_083520-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_083710	AFUB_083710	AFUB_083710-T	protein_coding	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
AFUB_083960	AFUB_083960	AFUB_083960-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_083970	AFUB_083970	AFUB_083970-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_083980	AFUB_083980	AFUB_083980-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_083990	AFUB_083990	AFUB_083990-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_084000	AFUB_084000	AFUB_084000-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_084070	AFUB_084070	AFUB_084070-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_084080	AFUB_084080	AFUB_084080-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_084090	AFUB_084090	AFUB_084090-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_084100	AFUB_084100	AFUB_084100-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_084110	AFUB_084110	AFUB_084110-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_084120	AFUB_084120	AFUB_084120-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_084130	AFUB_084130	AFUB_084130-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_084360	AFUB_084360	AFUB_084360-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_085610	AFUB_085610	AFUB_085610-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_085620	AFUB_085620	AFUB_085620-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_085630	AFUB_085630	AFUB_085630-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_085960	AFUB_085960	AFUB_085960-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_085970	AFUB_085970	AFUB_085970-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_085979	AFUB_085979	AFUB_085979-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_085980	AFUB_085980	AFUB_085980-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_085990	AFUB_085990	AFUB_085990-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_086400	AFUB_086400	AFUB_086400-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_086410	AFUB_086410	AFUB_086410-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_086420	AFUB_086420	AFUB_086420-T	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AFUB_087340	AFUB_087340	AFUB_087340-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_087350	AFUB_087350	AFUB_087350-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_087360	AFUB_087360	AFUB_087360-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_087370	AFUB_087370	AFUB_087370-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_087380	AFUB_087380	AFUB_087380-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_087860	AFUB_087860	AFUB_087860-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_087870	AFUB_087870	AFUB_087870-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_087880	AFUB_087880	AFUB_087880-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_087890	AFUB_087890	AFUB_087890-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_088260	AFUB_088260	AFUB_088260-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_088270	AFUB_088270	AFUB_088270-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_088280	AFUB_088280	AFUB_088280-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_088290	AFUB_088290	AFUB_088290-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_089160	AFUB_089160	AFUB_089160-T	protein_coding	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
AFUB_089170	AFUB_089170	AFUB_089170-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_089950	AFUB_089950	AFUB_089950-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_089960	AFUB_089960	AFUB_089960-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_089970	AFUB_089970	AFUB_089970-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_090110	AFUB_090110	AFUB_090110-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090120	AFUB_090120	AFUB_090120-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_090130	AFUB_090130	AFUB_090130-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090310	AFUB_090310	AFUB_090310-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_090320	AFUB_090320	AFUB_090320-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_090560	AFUB_090560	AFUB_090560-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090570	AFUB_090570	AFUB_090570-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090580	AFUB_090580	AFUB_090580-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090590	AFUB_090590	AFUB_090590-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_090600	AFUB_090600	AFUB_090600-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090700	AFUB_090700	AFUB_090700-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_090710	AFUB_090710	AFUB_090710-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090720	AFUB_090720	AFUB_090720-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_090730	AFUB_090730	AFUB_090730-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090740	AFUB_090740	AFUB_090740-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_090920	AFUB_090920	AFUB_090920-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_090930	AFUB_090930	AFUB_090930-T	transcribed_processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AFUB_090930	null.14	AFUB_090930	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AFUB_090940	AFUB_090940	AFUB_090940-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_090990	AFUB_090990	AFUB_090990-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_091000	AFUB_091000	AFUB_091000-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_091010	AFUB_091010	AFUB_091010-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFUB_091020	AFUB_091020	AFUB_091020-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_091430	AFUB_091430	AFUB_091430-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_091440	AFUB_091440	AFUB_091440-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_091450	AFUB_091450	AFUB_091450-T	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_091460	AFUB_091460	AFUB_091460-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_091470	AFUB_091470	AFUB_091470-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_091480	AFUB_091480	AFUB_091480-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_091750	AFUB_091750	AFUB_091750-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_091760	AFUB_091760	AFUB_091760-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_091770	AFUB_091770	AFUB_091770-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AFUB_091780	AFUB_091780	AFUB_091780-T	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFUB_091790	AFUB_091790	AFUB_091790-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_091840	AFUB_091840	AFUB_091840-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_091850	AFUB_091850	AFUB_091850-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_091860	AFUB_091860	AFUB_091860-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_091870	AFUB_091870	AFUB_091870-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_091930	AFUB_091930	AFUB_091930-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
